Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.830480002680204, 20.25913860766901;Barrträd;Picea Abies;Gran;Parkträd;
63.8462859958408, 20.34167099894366;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.83182220378353, 20.27596373132739;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79029495398658, 20.310996456197564;Lövträd;Prunus Padus Ssp Borealis Laila E;Nordhägg;Parkträd;2009-09-01
63.62731815795328, 19.924086562348663;Barrträd;Pinus Sylvestris;Tall;Gatuträd;
63.90474247853884, 20.54683539154078;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81022648715986, 20.20278278096761;Lövträd;Betula Sp.;Björk;Gatuträd;
63.62560988286259, 19.900536994145963;Lövträd;Betula Sp.;Björk;Parkträd;
63.79895641530868, 20.28124640777043;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.86492831843612, 20.30371527489564;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.804504993665546, 20.35646099795284;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-09-01
63.71751416603325, 20.38418445812588;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83303740927994, 20.189475656992062;Barrträd;Picea Abies;Gran;Parkträd;
63.818569930543, 20.229512795855427;Lövträd;Betula Sp.;Björk;Parkträd;
63.82469059902564, 20.269528142395714;Lövträd;Betula Sp.;Björk;Gatuträd;
63.63415039499475, 19.910144804734966;Barrträd;Picea Abies;Gran;Parkträd;
63.83265072408142, 20.237627665655854;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.818179119456886, 20.262343200363805;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81203802061851, 20.313190805026704;Lövträd;Betula Sp.;Björk;Parkträd;
63.87769205402877, 20.306729919414288;Lövträd;Betula Sp.;Björk;Parkträd;
63.854833461618796, 20.32902672315552;Lövträd;Betula Sp.;Björk;Parkträd;
63.8376782051803, 20.247880025359315;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.818249380938454, 20.261143781157084;Lövträd;Populus Tremula;Asp;Parkträd;
63.846021300043105, 20.32147997999162;Lövträd;Betula Sp.;Björk;Parkträd;
63.816816556831604, 20.25882884613204;Lövträd;Betula Sp.;Björk;Parkträd;
63.81338738419797, 20.30624287091383;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82336637963972, 20.289283302991443;Lövträd;Prunus Padus;Hägg;Parkträd;
63.834619129807116, 20.27946300648116;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84568956478286, 20.281064678030905;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82265172547802, 20.291218378638916;Lövträd;Populus Tremula;Asp;Parkträd;
63.83294563500917, 20.255192279043467;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8474710609005, 20.29829588122965;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81758740472545, 20.25837853341987;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82737569204551, 20.29515370422574;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82479232110628, 20.26246588075287;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.82767841766128, 20.27014161638216;Lövträd;Betula Sp.;Björk;Gatuträd;
63.80730611039778, 20.17793245085521;Lövträd;Betula Sp.;Björk;Parkträd;
63.831745059009265, 20.240085928690455;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.821911382865565, 20.284471960075468;Lövträd;Betula Sp.;Björk;Parkträd;
63.83543129531726, 20.234172047740778;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2017-06-14
63.839745527961064, 20.221974544383016;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.83147231234084, 20.236880959347314;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.63420336057046, 19.909928500431292;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79814605513059, 20.314550338162153;Lövträd;Sorbus Aucuparia Fk Västeråker E;Rönn E;Parkträd;2022-05-22
63.83168141791294, 20.239691638092086;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81949099649661, 20.27897899724368;Lövträd;Betula Sp.;Björk;Parkträd;
63.83343357562158, 20.187453029664233;Barrträd;Picea Abies;Gran;Parkträd;
63.81890229612185, 20.221241162896526;Lövträd;Betula Verrycosa;Vårtbjörk;Parkträd;2010-07-01
63.83966845311736, 20.22151516121937;Lövträd;Betula Sp.;Björk;Parkträd;
63.83001821463827, 20.260158440691864;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.791655627119106, 20.312466296861533;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.79702382122802, 20.310846799388077;Lövträd;Betula Sp.;Björk;Parkträd;
63.84568188064702, 20.224607116012926;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81840799498537, 20.32686099583316;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2012-07-01
63.838350641402805, 20.221326919937294;Lövträd;Betula Sp.;Björk;Parkträd;
63.827211370701086, 20.24941658430448;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.84903999475267, 20.314888996673396;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82013663629515, 20.256940222390895;Lövträd;Betula Sp.;Björk;Parkträd;
63.835575020447855, 20.321996176936477;Lövträd;Betula Sp.;Björk;Parkträd;
63.83578149364405, 20.230546288826492;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80529685467632, 20.33788652217289;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83071435741328, 20.274565666297516;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83162241777426, 20.240244329275427;Lövträd;Salix Caprea;Sälg;Parkträd;
63.80816147889215, 20.317167480244354;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84573318697101, 20.313628690121067;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83295833769986, 20.256125227386985;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.715018123656975, 20.363583411156494;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.87774353807909, 20.30700378838062;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.816612995424656, 20.288649996822656;Lövträd;Salix Caprea;Sälg;Parkträd;
63.81004670225533, 20.34697538131138;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84554899547676, 20.34104499534052;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.814997396767616, 20.250509464997847;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.85009844109988, 20.29748743844652;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83209581654338, 20.231274284706593;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.901362166359746, 20.542450988106435;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82717367085169, 20.28147136402181;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.830361673836954, 20.31112116830539;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82349108484868, 20.296290534908923;Lövträd;Salix Caprea;Sälg;Parkträd;
63.82978498030915, 20.278997985378194;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.633624224735236, 19.910864330156823;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;
63.82017699516819, 20.254635996577612;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.837405089476114, 20.220237902272263;;;;;
63.83976882163062, 20.283259408212864;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.838336466998776, 20.164054034686387;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83284300516078, 20.188061999030943;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.839590017808334, 20.21274412360814;Lövträd;Betula Sp.;Björk;Parkträd;
63.820010018576625, 20.24942008377612;Lövträd;Betula Sp.;Björk;Parkträd;
63.80665548582086, 20.174704577515158;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.88009834083917, 20.307207146700925;Lövträd;Betula Sp.;Björk;Parkträd;
63.81785899366425, 20.310807996539566;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.818900789778034, 20.26582637128634;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.837189073334955, 20.17801544678049;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80942194608316, 20.31106391761082;Lövträd;Sorbus Legend® E Erik Pbr-Af;Prydnadsrönn Legend® E Erik;Gatuträd;2020-09-30
63.83687232062301, 20.26971726660803;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.803490705306224, 20.374809244109176;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.835367712041915, 20.232870841326246;Lövträd;Betula Sp.;Björk;Parkträd;
63.83675801704674, 20.269682322676875;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831639252104786, 20.26352162966234;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.87940464672613, 20.30731283270444;Lövträd;Betula Sp.;Björk;Parkträd;
63.845447994150604, 20.341601996193024;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.82373199549236, 20.24463099859161;Lövträd;Malus Sp.;Prydnadsapel Sp.;Parkträd;2013-07-01
63.832715194888046, 20.24218456890852;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8317522581519, 20.279938613389522;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62715532708274, 19.923503627458327;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84140988560134, 20.282820632014644;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.84781578346221, 20.224608713020206;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81979656707334, 20.249678550552904;Lövträd;Betula Sp.;Björk;Parkträd;
63.821579995069804, 20.25296299756521;Lövträd;Sorbus Intermedia;Oxel;Parkträd;
63.820261863756734, 20.284972642662936;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83814787285419, 20.31788073953466;Lövträd;Betula Sp.;Björk;Parkträd;
63.832146476778334, 20.23664586681141;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81747109431922, 20.249439061598288;Lövträd;Betula Sp.;Björk;Parkträd;
63.81818199527102, 20.323663994964964;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2013-07-01
63.83204339921332, 20.23113573208012;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84423499406272, 20.33999899669731;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.72305699418613, 20.38897099635488;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.85657438423253, 20.32616316644288;Lövträd;Betula Sp.;Björk;Parkträd;
63.82996986954267, 20.25990707274306;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.82292223045358, 20.29516500127607;Lövträd;Salix Caprea;Sälg;Parkträd;
63.828126502930694, 20.26578446651565;Lövträd;Betula Sp.;Björk;Gatuträd;
63.833790812017675, 20.22762606756256;Barrträd;Larix Sibirica;Sibirisk Lärk;Parkträd;2011-07-01
63.843456950922196, 20.288574162925915;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.838370758348226, 20.190059078695704;Lövträd;Betula Sp.;Björk;Parkträd;
63.79873494285764, 20.320178848139708;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83178203875219, 20.25413364190389;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83839541485701, 20.181529311084162;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.84158299319758, 20.286699996934523;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80083103637462, 20.314512072053486;Lövträd;Betula Sp.;Björk;Parkträd;
63.83513699616512, 20.197399998728947;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.82030057526929, 20.207789371155126;Lövträd;Betula Sp.;Björk;Parkträd;
63.80891219712878, 20.29584817818717;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.84756899613257, 20.313738999205277;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-08-26
63.82282242878818, 20.269040022044994;Lövträd;Quercus Robur;Skogsek;Parkträd;
63.83264015251686, 20.273745181759686;Barrträd;Picea Abies;Gran;Parkträd;
63.80591935371136, 20.35209175854129;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.82194537907385, 20.29288818739051;Lövträd;Prunus Padus;Hägg;Parkträd;
63.823997528926206, 20.279327601462786;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.82739834052453, 20.283469169461963;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.793510718024564, 20.31070216992895;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.82638835127225, 20.282922106095334;Lövträd;Populus Tremula;Asp;Parkträd;
63.83820414342034, 20.199716473417308;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.85257177192568, 20.304835267221165;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62810240331386, 19.908820320262166;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83214310491386, 20.276104857585146;Lövträd;Salix Alba Sericia;Silverpil;Parkträd;2014-11-13
63.82723712912057, 20.25709678496366;Lövträd;Betula Sp.;Björk;Gatuträd;
63.82936154527267, 20.303751758960694;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.62856099651251, 19.911422000708928;Lövträd;Prunus Padus;Hägg;Parkträd;
63.83323602023398, 20.18811526651799;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83591733726941, 20.205425412176034;Lövträd;Aesculus Hippocastanum;Hästkastanj;Parkträd;
63.80286564388312, 20.367913349665187;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.83749980896022, 20.171009807061555;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83594455806374, 20.321707168363012;Lövträd;Betula Sp.;Björk;Parkträd;
63.8214391505263, 20.291047080396943;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81773570194132, 20.287028185884534;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81213796599527, 20.323275055718398;Lövträd;Betula Sp.;Björk;Parkträd;
63.82486017564442, 20.27997880619691;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2015-08-31
63.81304018257186, 20.212014198207925;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80921472599801, 20.3482469386597;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8444839935455, 20.34055399681255;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.8155274336138, 20.220471341455173;Lövträd;Betula Sp.;Björk;Parkträd;
63.83183297314174, 20.20989900759513;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.62608911444422, 19.91919465336318;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.840183960187176, 20.48062544614914;Lövträd;Betula Sp.;Björk;Parkträd;
63.70283692725364, 20.314597771079253;Lövträd;Betula Sp.;Björk;Parkträd;
63.82442833777501, 20.262150253524997;Lövträd;Tilia Cordata;Skogslind;Parkträd;
63.837922894658234, 20.226631013788182;Lövträd;Betula Sp.;Björk;Parkträd;
63.83285294858564, 20.19102537237657;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.831860070269826, 20.275446282975718;Lövträd;Salix Fragilis Bullata;Bollpil;Parkträd;
63.71201193340087, 20.38397785172151;Lövträd;Populus Tremula;Asp;Parkträd;
63.81240864674011, 20.301998411127904;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83172655189949, 20.2769763156581;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62963503796174, 19.918135452121305;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81933299451462, 20.280153998791235;Barrträd;Picea Abies;Gran;Parkträd;
63.8234229403082, 20.244653997993538;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83039283698018, 20.225208552007704;Lövträd;Betula Sp.;Björk;Parkträd;
63.832363071856236, 20.24137591980154;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.838045741888905, 20.235698728797345;Lövträd;Betula Sp.;Björk;Parkträd;
63.80625183879048, 20.192744180240386;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81804799364098, 20.320796997406383;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.82645599386661, 20.250728999752738;Lövträd;Cercidiphyllum Japonicum Fk. Göteborg E;Katsura Fk. Göteborg E;Parkträd;2013-07-01
63.808095068486324, 20.183769984108878;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.817829665677884, 20.25970851448186;Lövträd;Betula Sp.;Björk;Parkträd;
63.832631678497975, 20.263638910006748;Lövträd;Populus Tremula;Asp;Parkträd;
63.83584252121745, 20.232784239879766;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2017-06-13
63.83686207708622, 20.226015094109346;Lövträd;Prunus Padus;Hägg;Parkträd;
63.84569413494167, 20.306783176728242;Lövträd;Populus Tremula;Asp;Parkträd;
63.82382099534186, 20.262891998337317;Barrträd;Pinus Sibirica;Sibirisk Cembratall;Parkträd;2015-08-05
63.70277507099284, 20.36911382880083;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82797144493842, 20.297984334890753;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83326838413643, 20.187634221936314;Lövträd;Malus Sp.;Prydnadsapel;Parkträd;
63.80924388328368, 20.377434018979592;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.90524989062364, 20.542012602510884;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.717041994857574, 20.385688995657638;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.819330532816934, 20.28709476817265;Lövträd;Betula Sp.;Björk;Parkträd;2008-05-28
63.8338503248378, 20.278819999241072;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.82899864360219, 20.260653552198885;Lövträd;Betula Sp.;Björk;Gatuträd;
63.815652725960355, 20.252172406437303;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83229114532304, 20.232709153003974;Lövträd;Populus Tremula;Asp;Parkträd;
63.84929419846132, 20.299769746896214;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81842428841095, 20.294805383858606;Lövträd;Betula Sp.;Björk;Parkträd;
63.830544947126285, 20.261816575951624;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.823246251661864, 20.296211395142688;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;
63.852767595191075, 20.211084715738362;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.837887667259494, 20.227411788200914;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83702822113039, 20.22640631917661;Lövträd;Betula Sp.;Björk;Parkträd;
63.62629999572926, 19.9090229996865;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83272921435572, 20.23742837288223;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82639953077284, 20.247661556239766;Lövträd;Betula Sp.;Björk;Parkträd;
63.817704932324226, 20.261195653086602;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.801285888710325, 20.305332221232234;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83464043615602, 20.234734940116073;Lövträd;Betula Sp.;Björk;Parkträd;
63.692839411989304, 20.347717728311338;Lövträd;Populus Tremula;Asp;Parkträd;
63.81675570755397, 20.206731121205042;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82695909350786, 20.268165864479265;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.79038685620351, 20.311783283754465;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.81079700153368, 20.31225112507313;Lövträd;Betula Sp.;Björk;Parkträd;
63.80115249963917, 20.32124029048701;Lövträd;Betula Sp.;Björk;Parkträd;
63.828009289473286, 20.24999530592567;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.86264652031927, 20.33804018334009;Lövträd;Betula Sp.;Björk;Parkträd;
63.83318013398113, 20.23200960473924;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83307743051725, 20.265399110599294;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81934628692684, 20.265695802189192;Lövträd;Sorbus Intermedia;Oxel;Parkträd;
63.70246801515478, 20.314604178058794;Lövträd;Malus Floribunda;Rosenapel;Parkträd;2022-05-22
63.811925576978076, 20.32329861684514;Lövträd;Betula Sp.;Björk;Parkträd;
63.828308631016334, 20.273203507067745;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.70563511690216, 20.362365976365222;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.852460829022455, 20.307269736078503;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84554299487182, 20.34180299965885;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.8391432518244, 20.276850155065034;Lövträd;Betula Sp.;Björk;Parkträd;
63.81439431488806, 20.217595479956945;Lövträd;Betula Sp.;Björk;Parkträd;
63.85276249114689, 20.30924555568785;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83251960638132, 20.242372820421295;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.62708423224552, 19.924480551285566;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81524087326547, 20.24674553093645;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82526287445463, 20.273632582066444;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83697323057289, 20.165171450436308;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84386128887714, 20.234000835940268;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83402524620152, 20.2335207397357;Lövträd;Betula Sp.;Björk;Parkträd;
63.80775131175385, 20.348261938206374;;;;;
63.82781485461838, 20.244816030863603;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83341051875174, 20.326531941914073;Lövträd;Betula Sp.;Björk;Parkträd;
63.81419929622604, 20.216587176968787;Lövträd;Betula Sp.;Björk;Parkträd;
63.82938415490719, 20.207157460401696;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.844718994228174, 20.34064899624369;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.72074599557319, 20.387945998773862;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.834584278356616, 20.28560816705458;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.826824829723634, 20.25173093980881;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83016126463551, 20.24351174969432;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.706281185072946, 20.370634422641597;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.85590455357565, 20.315238482429802;Lövträd;Betula Sp.;Björk;Parkträd;
63.83668710718661, 20.271770158057013;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.814663374816156, 20.266703579652262;Lövträd;Betula Sp.;Björk;Parkträd;
63.837112908154786, 20.332064569819753;Lövträd;Betula Sp.;Björk;Parkträd;
63.711966408904516, 20.386025458217368;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.802590576930875, 20.31944900863809;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83165261851312, 20.242641846301897;Lövträd;Populus Tremula;Asp;Parkträd;
63.835761686011274, 20.247054563361882;Lövträd;Prunus Maackii Amber Beauty;Näverhägg;Parkträd;
63.832367500575394, 20.256234194701605;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.90667709571361, 20.544465493663743;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84411342624499, 20.286634499991973;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.825990996638176, 20.263289998264035;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2014-07-01
63.82245971324945, 20.283211687628192;Lövträd;Betula Sp.;Björk;Gatuträd;
63.844954742174096, 20.33355222763234;Lövträd;Populus Tremula;Asp;Parkträd;
63.832658582630515, 20.2735151029702;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.833213720081346, 20.23638392755862;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8335904876355, 20.272176682815463;Lövträd;Salix Alba;Vitpil;Parkträd;
63.865112062103385, 20.30374750432313;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8245805973175, 20.2828824678491;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.836009462562906, 20.158198706848438;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81858234973985, 20.191319526486684;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;;2017-09-19
63.83877439747322, 20.217463191700087;Lövträd;Betula Sp.;Björk;Parkträd;
63.82405497775743, 20.273263332603975;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83380507767739, 20.202135775804273;Lövträd;Betula Sp.;Björk;Parkträd;
63.634308630026325, 19.911077333284535;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83215910313102, 20.238416010847097;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83948805694467, 20.229080039355548;Lövträd;Betula Sp.;Björk;Parkträd;
63.81657779533568, 20.25518842759008;Barrträd;Pinus Sylvestris;Tall;Gatuträd;
63.810887615497144, 20.312474875879186;Lövträd;Betula Sp.;Björk;Parkträd;
63.83027299639995, 20.267040996275338;Barrträd;Picea Omorika;Serbisk Gran;Gatuträd;2013-07-01
63.8431120072806, 20.28133979268648;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.806631790575246, 20.173493796278265;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.849360996168514, 20.314293998499004;Lövträd;Prunus Pensylvanica;Amerikanskt Häggkörsbär;Parkträd;2013-09-26
63.83320807506915, 20.19607820259056;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81743611269242, 20.219065752387987;Lövträd;Betula Sp.;Björk;Parkträd;
63.84651899362371, 20.341786997128928;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.844359641215746, 20.313746294483032;Lövträd;Betula Sp.;Björk;Parkträd;
63.81314845147899, 20.30241559759526;Lövträd;Betula Sp.;Björk;Parkträd;
63.8573088370562, 20.304580652698927;Lövträd;Betula Sp.;Björk;Parkträd;
63.84491649263841, 20.279836246015467;Barrträd;Picea Abies;Gran;Parkträd;
63.71426942172453, 20.38552418390147;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81232556152566, 20.31893290094751;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83753484056366, 20.24932049663606;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.879444757134685, 20.30707841037871;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82774860683151, 20.289239809290024;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.818821078340996, 20.220274096023086;Lövträd;Betula Sp.;Björk;Parkträd;
63.85032267934493, 20.297162333193835;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.833953747082894, 20.252988143255827;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82811412458181, 20.282036574173038;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84535608646528, 20.30960821725204;Lövträd;Betula Sp.;Björk;Parkträd;
63.61202721172644, 19.90711154873972;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.839800071043435, 20.228171277710523;Barrträd;Pinus Sylvestris;Tall;Parkträd;
